,text,n_word,start_pos,end_pos,label,source_index,category
26652,Niels Bohr Library,3,19866,19884,ORG,63,Physics
26653,Archives – Session III,4,19889,19911,ORG,63,Physics
26654,Lillian Hoddeson,2,19928,19944,PERSON,63,Physics
26655,Oral History,2,19945,19957,ORG,63,Physics
26656,John Bardeen,2,19984,19996,PERSON,63,Physics
26657,22 December 1977,3,20000,20016,DATE,63,Physics
26658,American Institute of Physics,4,20018,20047,ORG,63,Physics
26659,Niels Bohr Library,3,20049,20067,ORG,63,Physics
26660,Archives - Session IV,4,20072,20093,ORG,63,Physics
26661,"Lillian Hoddeson
Oral History",3,20110,20139,ORG,63,Physics
26662,John Bardeen,2,20166,20178,PERSON,63,Physics
26663,4 April 1978,3,20182,20194,DATE,63,Physics
26664,American Institute of Physics,4,20196,20225,ORG,63,Physics
26665,Niels Bohr Library,3,20227,20245,ORG,63,Physics
26666,Archives – Session V,4,20250,20270,ORG,63,Physics
26667,Lillian Hoddeson,2,20287,20303,PERSON,63,Physics
26668,"Gordon Baym
Oral History",3,20308,20332,ORG,63,Physics
26669,John Bardeen,2,20359,20371,PERSON,63,Physics
26670,13 February 1980,3,20375,20391,DATE,63,Physics
26671,American Institute of Physics,4,20393,20422,ORG,63,Physics
26672,Niels Bohr Library and Archives,5,20424,20455,ORG,63,Physics
26673,Lillian Hoddeson,2,20472,20488,PERSON,63,Physics
26674,Bardeen,1,20504,20511,PERSON,63,Physics
26675,"Princeton
The American Presidency Project
IEEE History Center",6,20536,20597,ORG,63,Physics
26676,"IEEE second Int. Conference on Computers, Communications and Control",9,20608,20676,WORK_OF_ART,63,Physics
26677,ICCCC,1,20678,20683,ORG,63,Physics
26678,2008,1,20684,20688,DATE,63,Physics
26679,the Centenary of John Bardeen,5,20713,20742,WORK_OF_ART,63,Physics
26680,1908,1,20744,20748,DATE,63,Physics
26681,1991,1,20749,20753,DATE,63,Physics
26682,U.S.,1,20755,20759,GPE,63,Physics
26683,"2,524,035",1,20767,20776,CARDINAL,63,Physics
26684,Three,1,20780,20785,CARDINAL,63,Physics
26685,Walter Houser Brattain,3,0,22,PERSON,64,Physics
26686,"February 10, 1902",3,26,43,DATE,64,Physics
26687,"October 13, 1987",3,46,62,DATE,64,Physics
26688,American,1,71,79,NORP,64,Physics
26689,Bell Labs,2,93,102,ORG,64,Physics
26690,John Bardeen,2,137,149,PERSON,64,Physics
26691,William Shockley,2,154,170,PERSON,64,Physics
26692,December 1947,2,213,226,DATE,64,Physics
26693,1956,1,244,248,DATE,64,Physics
26694,Nobel Prize in Physics,4,249,271,WORK_OF_ART,64,Physics
26695,Brattain,1,293,301,PERSON,64,Physics
26696,Walter Brattain,2,376,391,PERSON,64,Physics
26697,Amoy,1,404,408,GPE,64,Physics
26698,Xiamen,1,414,420,GPE,64,Physics
26699,Fujian,1,423,429,GPE,64,Physics
26700,Qing China,2,431,441,GPE,64,Physics
26701,American,1,446,454,NORP,64,Physics
26702,Ross R. Brattain,3,463,479,PERSON,64,Physics
26703,Ottilie Houser Brattain,3,484,507,PERSON,64,Physics
26704,Scottish,1,527,535,NORP,64,Physics
26705,Stuttgart,1,598,607,GPE,64,Physics
26706,Germany,1,609,616,GPE,64,Physics
26707,Ross R. Brattain,3,618,634,PERSON,64,Physics
26708,the Ting-Wen Institute,3,652,674,ORG,64,Physics
26709,11,1,677,679,CARDINAL,64,Physics
26710,Chinese,1,702,709,NORP,64,Physics
26711,Ottilie Houser Brattain,3,716,739,PERSON,64,Physics
26712,Whitman College,2,791,806,ORG,64,Physics
26713,71,1,809,811,CARDINAL,64,Physics
26714,Ottilie,1,813,820,PERSON,64,Physics
26715,Walter,1,830,836,PERSON,64,Physics
26716,the United States,3,849,866,GPE,64,Physics
26717,1903,1,870,874,DATE,64,Physics
26718,Ross,1,880,884,PERSON,64,Physics
26719,12,1,914,916,CARDINAL,64,Physics
26720,several years,2,939,952,DATE,64,Physics
26721,Spokane,1,956,963,GPE,64,Physics
26722,Washington,1,965,975,GPE,64,Physics
26723,Tonasket,1,1013,1021,GPE,64,Physics
26724,Washington,1,1023,1033,GPE,64,Physics
26725,1911,1,1037,1041,DATE,64,Physics
26726,12,1,1044,1046,CARDINAL,64,Physics
26727,71,1,1049,1051,CARDINAL,64,Physics
26728,Brattain,1,1053,1061,PERSON,64,Physics
26729,Washington,1,1086,1096,GPE,64,Physics
26730,one year,2,1107,1115,DATE,64,Physics
26731,Queen Anne High School,4,1119,1141,ORG,64,Physics
26732,Seattle,1,1145,1152,GPE,64,Physics
26733,two years,2,1154,1163,DATE,64,Physics
26734,Tonasket High School,3,1167,1187,ORG,64,Physics
26735,one year,2,1193,1201,DATE,64,Physics
26736,Moran School for Boys,4,1205,1226,ORG,64,Physics
26737,Bainbridge Island,2,1230,1247,GPE,64,Physics
26738,Brattain,1,1250,1258,PERSON,64,Physics
26739,Whitman College,2,1273,1288,ORG,64,Physics
26740,Walla Walla,2,1292,1303,GPE,64,Physics
26741,Washington,1,1305,1315,GPE,64,Physics
26742,Benjamin H. Brown,3,1339,1356,PERSON,64,Physics
26743,Walter A. Bratton,3,1371,1388,PERSON,64,Physics
26744,Whitman,1,1439,1446,PERSON,64,Physics
26745,1924,1,1450,1454,DATE,64,Physics
26746,Brattain,1,1504,1512,PERSON,64,Physics
26747,Walker Bleakney,2,1532,1547,PERSON,64,Physics
26748,Vladimir Rojansky,2,1549,1566,PERSON,64,Physics
26749,E. John Workman,3,1571,1586,PERSON,64,Physics
26750,four,1,1663,1667,CARDINAL,64,Physics
26751,71,1,1691,1693,CARDINAL,64,Physics
26752,Robert,1,1714,1720,PERSON,64,Physics
26753,Whitman College,2,1742,1757,ORG,64,Physics
26754,71,1,1785,1787,CARDINAL,64,Physics
26755,Brattain,1,1789,1797,PERSON,64,Physics
26756,the University of Oregon,4,1827,1851,ORG,64,Physics
26757,Eugene,1,1855,1861,GPE,64,Physics
26758,1926,1,1865,1869,DATE,64,Physics
26759,Ph.D.,1,1877,1882,WORK_OF_ART,64,Physics
26760,the University of Minnesota,4,1888,1915,ORG,64,Physics
26761,1929,1,1919,1923,DATE,64,Physics
26762,Minnesota,1,1928,1937,GPE,64,Physics
26763,Brattain,1,1939,1947,PERSON,64,Physics
26764,John Hasbrouck,2,2018,2032,PERSON,64,Physics
26765,Van Vleck,2,2033,2042,PERSON,64,Physics
26766,John T. Tate,3,2071,2083,PERSON,64,Physics
26767,"Anomalous Scattering in Mercury Vapor.: 72 
Walter Brattain",6,2137,2196,WORK_OF_ART,64,Physics
26768,first,1,2216,2221,ORDINAL,64,Physics
26769,Keren Gilmore,2,2239,2252,PERSON,64,Physics
26770,1935,1,2275,2279,DATE,64,Physics
26771,William G. Brattain,3,2295,2314,PERSON,64,Physics
26772,1943,1,2319,2323,DATE,64,Physics
26773,Keren Gilmore Brattain,3,2325,2347,PERSON,64,Physics
26774,"April 10, 1957",3,2356,2370,DATE,64,Physics
26775,Brattain,1,2392,2400,PERSON,64,Physics
26776,Emma Jane,2,2414,2423,PERSON,64,Physics
26777,Kirsch,1,2425,2431,PERSON,64,Physics
26778,Miller,1,2433,2439,PERSON,64,Physics
26779,three,1,2453,2458,CARDINAL,64,Physics
26780,Seattle,1,2481,2488,GPE,64,Physics
26781,the 1970s,2,2492,2501,DATE,64,Physics
26782,"October 13, 1987",3,2562,2578,DATE,64,Physics
26783,City Cemetery,2,2597,2610,FAC,64,Physics
26784,Pomeroy,1,2614,2621,GPE,64,Physics
26785,Washington,1,2623,2633,GPE,64,Physics
26786,1927 to 1928,3,2664,2676,DATE,64,Physics
26787,Brattain,1,2677,2685,PERSON,64,Physics
26788,the National Bureau of Standards,5,2697,2729,ORG,64,Physics
26789,Washington,1,2733,2743,GPE,64,Physics
26790,D.C.,1,2745,2749,GPE,64,Physics
26791,August 1929,2,2817,2828,DATE,64,Physics
26792,Joseph A. Becker,3,2839,2855,PERSON,64,Physics
26793,Bell Telephone Laboratories,3,2859,2886,ORG,64,Physics
26794,two,1,2916,2919,CARDINAL,64,Physics
26795,72,1,3004,3006,CARDINAL,64,Physics
26796,Brattain,1,3008,3016,PERSON,64,Physics
26797,Arnold Sommerfeld,2,3049,3066,PERSON,64,Physics
26798,Sommerfeld,1,3170,3180,PERSON,64,Physics
26799,74,1,3298,3300,CARDINAL,64,Physics
26800,Brattain,1,3417,3425,PERSON,64,Physics
26801,Nobel,1,3526,3531,WORK_OF_ART,64,Physics
26802,one,1,3554,3557,CARDINAL,64,Physics
26803,Bell Laboratories,2,3794,3811,ORG,64,Physics
26804,the 1930s,2,3870,3879,DATE,64,Physics
26805,Brattain,1,3880,3888,PERSON,64,Physics
26806,William B. Shockley,3,3901,3920,PERSON,64,Physics
26807,Bell,1,4081,4085,ORG,64,Physics
26808,World War II,3,4295,4307,EVENT,64,Physics
26809,Brattain,1,4314,4322,PERSON,64,Physics
26810,Shockley,1,4327,4335,PERSON,64,Physics
26811,the National Defense Research Committee,5,4414,4453,ORG,64,Physics
26812,Columbia University,2,4457,4476,ORG,64,Physics
26813,Brattain's,1,4478,4488,ORG,64,Physics
26814,Earth's,1,4563,4570,LOC,64,Physics
26815,104,1,4609,4612,CARDINAL,64,Physics
26816,1944,1,4643,4647,DATE,64,Physics
26817,Brattain,1,4649,4657,PERSON,64,Physics
26818,1945,1,4704,4708,DATE,64,Physics
26819,Bell Labs,2,4710,4719,ORG,64,Physics
26820,Mervin Kelly,2,4939,4951,PERSON,64,Physics
26821,Shockley,1,4998,5006,PERSON,64,Physics
26822,Stanley O. Morgan,3,5011,5028,PERSON,64,Physics
26823,76,1,5031,5033,CARDINAL,64,Physics
26824,John Bardeen,2,5068,5080,PERSON,64,Physics
26825,Bardeen,1,5082,5089,PERSON,64,Physics
26826,Brattain's,1,5112,5122,PERSON,64,Physics
26827,Robert,1,5131,5137,PERSON,64,Physics
26828,John,1,5158,5162,PERSON,64,Physics
26829,Walter,1,5167,5173,PERSON,64,Physics
26830,the 1930s,2,5177,5186,DATE,64,Physics
26831,77,1,5233,5235,CARDINAL,64,Physics
26832,Bardeen,1,5237,5244,PERSON,64,Physics
26833,Brattain,1,5270,5278,PERSON,64,Physics
26834,Shockley,1,5327,5335,PERSON,64,Physics
26835,Brattain,1,5578,5586,PERSON,64,Physics
26836,Bardeen,1,5591,5598,PERSON,64,Physics
26837,November,1,5635,5643,DATE,64,Physics
26838,December,1,5648,5656,DATE,64,Physics
26839,two,1,5661,5664,CARDINAL,64,Physics
26840,Shockley's,1,5735,5745,PRODUCT,64,Physics
26841,Bardeen,1,5771,5778,PERSON,64,Physics
26842,Brattain,1,5805,5813,PERSON,64,Physics
26843,40,1,5902,5904,CARDINAL,64,Physics
26844,Bardeen,1,5907,5914,PERSON,64,Physics
26845,467,1,6050,6053,CARDINAL,64,Physics
26846,468,1,6054,6057,CARDINAL,64,Physics
26847,Bardeen,1,6073,6080,ORG,64,Physics
26848,December 16,2,6331,6342,DATE,64,Physics
26849,Brattain,1,6344,6352,PERSON,64,Physics
26850,two,1,6381,6384,CARDINAL,64,Physics
26851,Brattain,1,6443,6451,PERSON,64,Physics
26852,90 volts,2,6562,6570,QUANTITY,64,Physics
26853,One,1,6760,6763,CARDINAL,64,Physics
26854,D.C.,1,6831,6835,GPE,64,Physics
26855,Bardeen,1,6906,6913,PERSON,64,Physics
26856,first,1,7249,7254,ORDINAL,64,Physics
26857,Shockley,1,7318,7326,PERSON,64,Physics
26858,Brattain,1,7483,7491,PERSON,64,Physics
26859,470,1,7569,7572,CARDINAL,64,Physics
26860,"December 23, 1947",3,7577,7594,DATE,64,Physics
26861,Walter Brattain,2,7596,7611,PERSON,64,Physics
26862,John Bardeen,2,7613,7625,PERSON,64,Physics
26863,William B. Shockley,3,7631,7650,PERSON,64,Physics
26864,first,1,7668,7673,ORDINAL,64,Physics
26865,Bell Laboratories,2,7716,7733,ORG,64,Physics
26866,three,1,7889,7894,CARDINAL,64,Physics
26867,the Nobel Prize in Physics,5,7908,7934,WORK_OF_ART,64,Physics
26868,1956,1,7938,7942,DATE,64,Physics
26869,1947,1,8037,8041,DATE,64,Physics
26870,Bell Laboratories,2,8098,8115,ORG,64,Physics
26871,the Surface States Project,4,8158,8184,ORG,64,Physics
26872,Bell Labs,2,8276,8285,ORG,64,Physics
26873,Brattain,1,8323,8331,ORG,64,Physics
26874,Bardeen,1,8333,8340,PERSON,64,Physics
26875,Shockley,1,8342,8350,PERSON,64,Physics
26876,471,1,8401,8404,CARDINAL,64,Physics
26877,Bardeen,1,8490,8497,ORG,64,Physics
26878,Brattain,1,8502,8510,PERSON,64,Physics
26879,Ralph Bray,2,8556,8566,PERSON,64,Physics
26880,Seymour Benzer,2,8571,8585,PERSON,64,Physics
26881,Purdue University,2,8623,8640,ORG,64,Physics
26882,Bell Laboratories,2,8692,8709,ORG,64,Physics
26883,38,1,8712,8714,CARDINAL,64,Physics
26884,39,1,8715,8717,CARDINAL,64,Physics
26885,"June 30, 1948",3,8722,8735,DATE,64,Physics
26886,Bell Laboratories,2,8737,8754,ORG,64,Physics
26887,Bell Laboratories,2,9071,9088,ORG,64,Physics
26888,hundreds,1,9196,9204,CARDINAL,64,Physics
26889,September 1951,2,9222,9236,DATE,64,Physics
26890,April 1952,2,9238,9248,DATE,64,Physics
26891,1956,1,9254,9258,DATE,64,Physics
26892,471,1,9336,9339,CARDINAL,64,Physics
26893,472,1,9340,9343,CARDINAL,64,Physics
26894,475–476,1,9345,9352,CARDINAL,64,Physics
26895,Shockley,1,9354,9362,PERSON,64,Physics
26896,Bardeen,1,9487,9494,PERSON,64,Physics
26897,Brattain,1,9499,9507,PERSON,64,Physics
26898,Shockley,1,9581,9589,PERSON,64,Physics
26899,several years,2,9746,9759,DATE,64,Physics
26900,43,1,9820,9822,CARDINAL,64,Physics
26901,44,1,9823,9825,CARDINAL,64,Physics
26902,Brattain,1,9827,9835,ORG,64,Physics
26903,Bell Laboratories,2,9881,9898,ORG,64,Physics
26904,C. G. B. Garrett,4,9913,9929,PERSON,64,Physics
26905,P. J. Boddy,3,9935,9946,PERSON,64,Physics
26906,79,1,10116,10118,CARDINAL,64,Physics
26907,81,1,10119,10121,CARDINAL,64,Physics
26908,Bardeen,1,10168,10175,PERSON,64,Physics
26909,Bell Laboratories,2,10181,10198,ORG,64,Physics
26910,1951,1,10202,10206,DATE,64,Physics
26911,the University of Illinois,4,10216,10242,ORG,64,Physics
26912,second,1,10271,10277,ORDINAL,64,Physics
26913,Nobel Prize,2,10278,10289,WORK_OF_ART,64,Physics
26914,Shockley,1,10328,10336,PERSON,64,Physics
26915,Bell Laboratories,2,10343,10360,ORG,64,Physics
26916,1953,1,10364,10368,DATE,64,Physics
26917,the Shockley Semiconductor Laboratory,4,10389,10426,ORG,64,Physics
26918,Beckman Instruments,2,10430,10449,ORG,64,Physics
26919,1956,1,10454,10458,DATE,64,Physics
26920,three,1,10464,10469,CARDINAL,64,Physics
26921,the Nobel Prize in Physics,5,10495,10521,WORK_OF_ART,64,Physics
26922,Gustaf VI Adolf,3,10530,10545,PERSON,64,Physics
26923,Sweden,1,10549,10555,GPE,64,Physics
26924,Bardeen,1,10633,10640,ORG,64,Physics
26925,Brattain,1,10645,10653,ORG,64,Physics
26926,Shockley,1,10719,10727,PERSON,64,Physics
26927,Walter Brattain,2,10776,10791,PERSON,64,Physics
26928,three,1,11138,11143,CARDINAL,64,Physics
26929,Brattain,1,11161,11169,ORG,64,Physics
26930,Surface Properties of Semiconductors,4,11179,11215,ORG,64,Physics
26931,Bardeen on Semiconductor Research Leading,5,11217,11258,ORG,64,Physics
26932,the Point Contact Transistor,4,11262,11290,ORG,64,Physics
26933,Shockley on Transistor Technology Evokes New Physics,7,11297,11349,ORG,64,Physics
26934,Brattain,1,11351,11359,PERSON,64,Physics
26935,P. J. Boddy,3,11384,11395,PERSON,64,Physics
26936,P. N. Sawyer,3,11400,11412,PERSON,64,Physics
26937,80,1,11479,11481,CARDINAL,64,Physics
26938,Whitman,1,11586,11593,PERSON,64,Physics
26939,David Frasco,2,11614,11626,PERSON,64,Physics
26940,Brattain,1,11753,11761,PERSON,64,Physics
26941,Harvard University,2,11772,11790,ORG,64,Physics
26942,1952,1,11817,11821,DATE,64,Physics
26943,Whitman College,2,11829,11844,ORG,64,Physics
26944,1962,1,11871,11875,DATE,64,Physics
26945,1963,1,11880,11884,DATE,64,Physics
26946,1963,1,11924,11928,DATE,64,Physics
26947,Bell Laboratories,2,11959,11976,ORG,64,Physics
26948,1967,1,11980,11984,DATE,64,Physics
26949,Whitman,1,12011,12018,PERSON,64,Physics
26950,1972,1,12053,12057,DATE,64,Physics
26951,1976,1,12087,12091,DATE,64,Physics
26952,Whitman,1,12128,12135,PERSON,64,Physics
26953,Whitman,1,12140,12147,PERSON,64,Physics
26954,the Walter Brattain Scholarships,4,12149,12181,ORG,64,Physics
26955,four years,2,12412,12422,DATE,64,Physics
26956,Walter Brattain,2,12450,12465,PERSON,64,Physics
26957,Stuart Ballantine Medal,3,12524,12547,WORK_OF_ART,64,Physics
26958,the Franklin Institute,3,12551,12573,ORG,64,Physics
26959,1952,1,12575,12579,DATE,64,Physics
26960,John Bardeen,2,12598,12610,PERSON,64,Physics
26961,John Scott Medal,3,12612,12628,PERSON,64,Physics
26962,1954,1,12630,12634,DATE,64,Physics
26963,John Bardeen,2,12653,12665,PERSON,64,Physics
26964,Nobel Prize in Physics,4,12667,12689,WORK_OF_ART,64,Physics
26965,1956,1,12691,12695,DATE,64,Physics
26966,John Bardeen,2,12714,12726,PERSON,64,Physics
26967,William B. Shockley,3,12735,12754,PERSON,64,Physics
26968,the National Inventors Hall of Fame,6,12770,12805,ORG,64,Physics
26969,1974,1,12807,12811,DATE,64,Physics
26970,"National Academy of Sciences
Franklin Institute
American Physical Society
American Academy of Arts and Sciences
American Association for the Advancement of Science",18,12824,12987,ORG,64,Physics
26971,"the International Union of Pure and Applied Physics
Naval Research Advisory Committee",11,13021,13106,ORG,64,Physics
26972,Portland University,2,13143,13162,ORG,64,Physics
26973,1952,1,13164,13168,DATE,64,Physics
26974,Whitman College,2,13169,13184,ORG,64,Physics
26975,1955,1,13186,13190,DATE,64,Physics
26976,Union College,2,13191,13204,ORG,64,Physics
26977,1955,1,13206,13210,DATE,64,Physics
26978,John Bardeen,2,13229,13241,PERSON,64,Physics
26979,University of Minnesota,3,13243,13266,ORG,64,Physics
26980,1957,1,13268,13272,DATE,64,Physics
26981,"Other recognition
USS Brattain",3,13273,13303,WORK_OF_ART,64,Physics
26982,Star Trek,2,13305,13314,WORK_OF_ART,64,Physics
26983,The Next Generation,3,13316,13335,WORK_OF_ART,64,Physics
26984,"Night Terrors""",2,13338,13352,WORK_OF_ART,64,Physics
26985,Walter Houser Brattain,3,13413,13435,PERSON,64,Physics
26986,Wikimedia Commons,2,13439,13456,ORG,64,Physics
26987,Walter Brattain,2,13457,13472,PERSON,64,Physics
26988,the Whitman College,3,13490,13509,ORG,64,Physics
26989,Northwest Archives,2,13514,13532,ORG,64,Physics
26990,Whitman College,2,13534,13549,ORG,64,Physics
26991,Walter Brattain,2,13590,13605,PERSON,64,Physics
26992,June 1964,2,13609,13618,DATE,64,Physics
26993,American Institute of Physics,4,13620,13649,ORG,64,Physics
26994,Niels Bohr Library & Archives,5,13651,13680,ORG,64,Physics
26995,Walter Brattain,2,13732,13747,PERSON,64,Physics
26996,28 May 1974,3,13751,13762,DATE,64,Physics
26997,American Institute of Physics,4,13764,13793,ORG,64,Physics
26998,"Niels Bohr Library & Archives - Session II
Bardeen, John",9,13795,13851,ORG,64,Physics
26999,1994,1,13853,13857,DATE,64,Physics
27000,Walter Houser Brattain,3,13860,13882,PERSON,64,Physics
27001,1902,1,13883,13887,DATE,64,Physics
27002,1987,1,13888,13892,DATE,64,Physics
27003,Washington,1,13900,13910,GPE,64,Physics
27004,D.C.,1,13912,13916,GPE,64,Physics
27005,National Academy of Sciences,4,13918,13946,ORG,64,Physics
27006,Walter Houser Brattain,3,13948,13970,PERSON,64,Physics
27007,Nobelprize.org,1,13974,13988,ORG,64,Physics
27008,the Nobel Lecture,3,14000,14017,WORK_OF_ART,64,Physics
27009,"December 11, 1956",3,14019,14036,DATE,64,Physics
27010,William Bradford Shockley Jr.,4,0,29,PERSON,65,Physics
27011,"February 13, 1910",3,31,48,DATE,65,Physics
27012,"August 12, 1989",3,51,66,DATE,65,Physics
27013,American,1,75,83,NORP,65,Physics
27014,Bell Labs,2,163,172,ORG,65,Physics
27015,John Bardeen,2,187,199,PERSON,65,Physics
27016,Walter Brattain,2,204,219,PERSON,65,Physics
27017,three,1,225,230,CARDINAL,65,Physics
27018,1956,1,267,271,DATE,65,Physics
27019,Nobel Prize in Physics,4,272,294,WORK_OF_ART,65,Physics
27020,Shockley's,1,404,414,ORG,65,Physics
27021,the 1950s and 1960s,4,468,487,DATE,65,Physics
27022,California's Silicon Valley,3,489,516,LOC,65,Physics
27023,Stanford University,2,787,806,ORG,65,Physics
27024,Shockley,1,822,830,PERSON,65,Physics
27025,Shockley,1,905,913,PERSON,65,Physics
27026,American,1,926,934,NORP,65,Physics
27027,London,1,946,952,GPE,65,Physics
27028,"February 13, 1910",3,956,973,DATE,65,Physics
27029,Palo Alto,2,1018,1027,GPE,65,Physics
27030,California,1,1029,1039,GPE,65,Physics
27031,the age of three,4,1046,1062,DATE,65,Physics
27032,William Hillman Shockley,3,1076,1100,PERSON,65,Physics
27033,eight,1,1171,1176,CARDINAL,65,Physics
27034,May,1,1200,1203,PERSON,65,Physics
27035,Bradford,1,1209,1217,PERSON,65,Physics
27036,American,1,1235,1243,NORP,65,Physics
27037,Stanford University,2,1265,1284,ORG,65,Physics
27038,first,1,1300,1305,ORDINAL,65,Physics
27039,U.S.,1,1313,1317,GPE,65,Physics
27040,Shockley,1,1342,1350,PERSON,65,Physics
27041,the age of eight,4,1374,1390,DATE,65,Physics
27042,Shockley's,1,1449,1459,PERSON,65,Physics
27043,Shockley,1,1487,1495,PERSON,65,Physics
27044,Stanford,1,1558,1566,ORG,65,Physics
27045,Shockley,1,1586,1594,PERSON,65,Physics
27046,two years,2,1601,1610,DATE,65,Physics
27047,Palo Alto Military Academy,4,1614,1640,ORG,65,Physics
27048,the Los Angeles Coaching School,5,1667,1698,ORG,65,Physics
27049,Hollywood High School,3,1741,1762,ORG,65,Physics
27050,1927,1,1766,1770,DATE,65,Physics
27051,Shockley,1,1772,1780,PERSON,65,Physics
27052,Bachelor of Science degree,4,1792,1818,WORK_OF_ART,65,Physics
27053,Caltech,1,1824,1831,ORG,65,Physics
27054,1932,1,1835,1839,DATE,65,Physics
27055,PhD,1,1846,1849,WORK_OF_ART,65,Physics
27056,MIT,1,1855,1858,ORG,65,Physics
27057,1936,1,1862,1866,DATE,65,Physics
27058,Electronic Bands in Sodium Chloride,5,1905,1940,WORK_OF_ART,65,Physics
27059,John C. Slater,3,1983,1997,PERSON,65,Physics
27060,Shockley,1,2014,2022,PERSON,65,Physics
27061,one,1,2027,2030,CARDINAL,65,Physics
27062,first,1,2038,2043,ORDINAL,65,Physics
27063,Bell Labs,2,2056,2065,ORG,65,Physics
27064,Mervin Kelly,2,2069,2081,PERSON,65,Physics
27065,1936,1,2133,2137,DATE,65,Physics
27066,Shockley,1,2184,2192,PERSON,65,Physics
27067,Clinton Davisson,2,2218,2234,PERSON,65,Physics
27068,Murray Hill,2,2238,2249,GPE,65,Physics
27069,New Jersey,2,2251,2261,GPE,65,Physics
27070,Bell Labs,2,2277,2286,ORG,65,Physics
27071,Bell's,1,2392,2398,ORG,65,Physics
27072,Shockley,1,2428,2436,PERSON,65,Physics
27073,Walter Brattain,2,2523,2538,PERSON,65,Physics
27074,1939,1,2589,2593,DATE,65,Physics
27075,Shockley,1,2596,2604,PERSON,65,Physics
27076,Physical Review,2,2672,2687,ORG,65,Physics
27077,1938,1,2692,2696,DATE,65,Physics
27078,first,1,2714,2719,ORDINAL,65,Physics
27079,"Electron Discharge Device""",3,2729,2755,PRODUCT,65,Physics
27080,World War II,3,2786,2798,EVENT,65,Physics
27081,Shockley's,1,2810,2820,PERSON,65,Physics
27082,Manhattan,1,2896,2905,GPE,65,Physics
27083,New York City,3,2907,2920,GPE,65,Physics
27084,May 1942,2,2926,2934,DATE,65,Physics
27085,Bell Labs,2,2955,2964,ORG,65,Physics
27086,Columbia University's Anti-Submarine Warfare Operations Group,6,2998,3059,ORG,65,Physics
27087,Shockley,1,3214,3222,PERSON,65,Physics
27088,Pentagon,1,3250,3258,ORG,65,Physics
27089,Washington,1,3263,3273,GPE,65,Physics
27090,1944,1,3333,3337,DATE,65,Physics
27091,B-29,1,3375,3379,PRODUCT,65,Physics
27092,late 1944,2,3427,3436,DATE,65,Physics
27093,three-month,1,3447,3458,DATE,65,Physics
27094,Robert Patterson,2,3548,3564,PERSON,65,Physics
27095,Shockley the Medal for Merit,5,3573,3601,WORK_OF_ART,65,Physics
27096,"October 17, 1946",3,3605,3621,DATE,65,Physics
27097,July 1945,2,3626,3635,DATE,65,Physics
27098,the War Department,3,3637,3655,ORG,65,Physics
27099,Shockley,1,3662,3670,PERSON,65,Physics
27100,Japanese,1,3754,3762,NORP,65,Physics
27101,Shockley,1,3773,3781,PERSON,65,Physics
27102,Japan's,1,3880,3887,GPE,65,Physics
27103,Japanese,1,3993,4001,NORP,65,Physics
27104,Germans,1,4095,4102,NORP,65,Physics
27105,at least 5 to 10 million,6,4151,4175,CARDINAL,65,Physics
27106,Japanese,1,4176,4184,NORP,65,Physics
27107,between 1.7 and 4 million,5,4205,4230,CARDINAL,65,Physics
27108,"400,000 to 800,000",3,4252,4270,CARDINAL,65,Physics
27109,the United States,3,4318,4335,GPE,65,Physics
27110,Hiroshima,1,4360,4369,GPE,65,Physics
27111,Nagasaki,1,4374,4382,GPE,65,Physics
27112,Japan,1,4416,4421,GPE,65,Physics
27113,Shockley,1,4423,4431,PERSON,65,Physics
27114,first,1,4440,4445,ORDINAL,65,Physics
27115,1945,1,4626,4630,DATE,65,Physics
27116,Bell Labs,2,4632,4641,ORG,65,Physics
27117,Shockley,1,4685,4693,PERSON,65,Physics
27118,Stanley Morgan,2,4706,4720,PERSON,65,Physics
27119,John Bardeen,2,4737,4749,PERSON,65,Physics
27120,Walter Brattain,2,4751,4766,PERSON,65,Physics
27121,Gerald Pearson,2,4778,4792,PERSON,65,Physics
27122,Robert Gibney,2,4802,4815,PERSON,65,Physics
27123,Hilbert Moore,2,4836,4849,PERSON,65,Physics
27124,First,1,4972,4977,ORDINAL,65,Physics
27125,Shockley's,1,5001,5011,ORG,65,Physics
27126,Bardeen,1,5224,5231,PERSON,65,Physics
27127,the winter of 1946,4,5508,5526,DATE,65,Physics
27128,Bardeen,1,5556,5563,PERSON,65,Physics
27129,Physical Review,2,5607,5622,ORG,65,Physics
27130,Brattain,1,5624,5632,PERSON,65,Physics
27131,one,1,5801,5804,CARDINAL,65,Physics
27132,Shockley,1,5830,5838,PERSON,65,Physics
27133,Moore,1,6115,6120,PERSON,65,Physics
27134,Pearson,1,6273,6280,PERSON,65,Physics
27135,Shockley,1,6308,6316,PERSON,65,Physics
27136,Bell Labs',2,6393,6403,ORG,65,Physics
27137,Shockley's,1,6430,6440,PRODUCT,65,Physics
27138,1930,1,6521,6525,DATE,65,Physics
27139,Julius Lilienfeld,2,6529,6546,PERSON,65,Physics
27140,Canada,1,6584,6590,GPE,65,Physics
27141,"October 22, 1925",3,6594,6610,DATE,65,Physics
27142,one,1,6700,6703,CARDINAL,65,Physics
27143,four,1,6711,6715,CARDINAL,65,Physics
27144,Bardeen-Brattain,1,6748,6764,ORG,65,Physics
27145,Three,1,6787,6792,CARDINAL,65,Physics
27146,first,1,6811,6816,ORDINAL,65,Physics
